onset	duration	person	FG	kind	prosody	sentence_grammar	text	commentary
397.205	2.64	ERZAEHLER	1	speech	regular	HS	Die Zwei sitzen mit Angelrouten auf dem Baumstumpf am Fluss.	
400.325	1.2	FORREST (V.O.)	1	speech	regular	HS	Wir gehen oft zum Angeln.	
405.445	2.28	FORREST	1	speech	regular	complex	Und am Abend lesen wir immer ein Buch. Er ist wirklich klug.	
407.765	0.44	FORREST	1	speech	regular	address	Jenny	
408.365	0.36	FORREST	1	non	regular	none	schnief	
409.205	1.24	FORREST	1	non	regular	none	schnief	
411.885	1.24	FORREST	1	speech	regular	HS	Du wärst so stolz auf ihn.	
415.445	0.76	FORREST	1	speech	regular	HS	Ich bin es	
418.045	0.28	FORREST	1	speech	regular	HS	Er hat...	
418.765	1.8	FORREST	1	speech	regular	HS	Er hat dir einen Brief geschrieben.	
422.885	1.48	FORREST	1	speech	regular	HS;NS	Er, er sagt, ich darf ihn nicht lesen.	indirekte Rede
424.605	3.2	FORREST	1	speech	regular	complex	Er ist ja nicht für mich, al, also lass ich ihn hier für dich.	
429.165	2.76	ERZAEHLER	1	speech	regular	HS	Neben einem Blumenstrauß lehnt er den Brief an den Grabstein.	
432.325	1.64	ERZAEHLER	1	speech	regular	HS	Auf dem Umschlag steht in Kinderschrift:	
434.125	0.4	ERZAEHLER	1	speech	regular	none	'Mom'	direkte Rede
435.405	2.56	ERZAEHLER	1	speech	regular	AND	Forrest tritt wieder aus dem Steinkranz und bleibt stehen.	
443.605	0.56	FORREST	1	speech	regular	address	b	
448.925	1.28	FORREST	1	non	regular	none	heeeehech	
450.325	3.6	FORREST	1	speech	regular	HS;NS	Ich weiß nicht, ob Mama Recht hatte oder ob...	
454.725	1.44	FORREST	1	speech	regular	NS	...Lt. Dan Recht hatte.	
456.205	1.32	FORREST	1	speech	regular	HS	Ich weiß nicht,...	
458.725	1.08	FORREST	1	speech	regular	none	...ob jeder von uns,...	
460.365	0.8	FORREST	1	speech	regular	none	...jeder von uns...	
461.285	0.32	FORREST	1	speech	regular	none	schnief	
462.405	1.0	FORREST	1	speech	regular	NS	...sein Schicksal hat.	
464.925	0.96	FORREST	1	speech	regular	none	Oder ob wir...	
466.845	2.96	FORREST	1	speech	regular	HS	...einfach nur zufällig dahingleiten wie ein Blatt im Wind.	
473.965	67.16	OST	0	song	instrumental			
474.285	1.4	FORREST	1	speech	regular	HS	Aber ich, ich denke...	
477.805	1.52	FORREST	1	speech	regular	NS	...es stimmt vielleicht beides.	
483.805	2.72	FORREST	1	speech	regular	HS	Vielleicht passiert ja beides zur selben Zeit.	
492.325	0.84	FORREST	1	speech	regular	HS	Du fehlst mir so.	
493.205	0.56	FORREST	1	speech	regular	address	Jenny	
493.885	0.36	FORREST	1	non	regular	none	schnief	
494.885	0.16	FORREST	0	non	regular	none	hmm	
495.925	0.2	FORREST	1	non	regular	none	schnief	
498.125	0.16	FORREST	1	non	regular	none	schluchz	
499.005	0.2	FORREST	1	non	regular	none	hmm	
500.565	1.56	FORREST	1	speech	regular	###	Wenn du irgendetwas brauchst,...	
503.605	1.36	FORREST	1	speech	regular	###	...ich bin immer in deiner Nähe.	
505.605	0.2	FORREST	1	non	regular	none	schnief	
506.885	0.36	FORREST	1	speech	regular	none	schnief	
507.285	0.28	FORREST	0	speech	regular	none	mhm	
509.325	5.04	ERZAEHLER	1	speech	regular	HS;NS	Mit gesenktem Kopf entfernt sich Forrest von dem Grab unter der ausladenden Eiche, die auf einer Wiese steht.	
514.805	4.12	ERZAEHLER	1	speech	regular	HS	In der Nähe leuchtet die tiefstehende Sonne in warmem Orange durch eine Baumkrone.	
524.005	2.12	ERZAEHLER	1	speech	regular	HS	Hinter Forrest fliegt ein Vogelschwarm vorbei.	
530.165	1.16	ERZAEHLER	1	speech	regular	HS	Forrest sieht ihm nach.	
535.085	2.44	ERZAEHLER	1	speech	regular	HS	An der Straße sitzen Vater und Sohn auf einem Baumstumpf.	
538.485	0.96	FORREST	1	speech	regular	HS	Da kommt dein Bus.	
539.805	2.4	ERZAEHLER	1	speech	regular	HS	Er zieht das 'Curious George'-Buch aus der Schultasche.	
542.645	0.88	FORREST	1	speech	exclamation	none	Hey	
544.725	1.28	FORREST	1	speech	regular	HS	Das kenne ich.	
546.205	2.32	FORREST JR.	1	speech	regular	HS	Ich will was in der Schule davon erzählen, weil...	
548.965	1.96	FORREST JR.	1	speech	regular	NS	...Großmutter es dir immer vorgelesen hat.	
551.765	1.44	FORREST	1	speech	regular	HS	Das ist mein Lieblingsbuch.	
553.405	1.08	ERZAEHLER	1	speech	regular	HS	Forrest blättert darin.	
554.605	2.12	ERZAEHLER	1	speech	regular	HS	Die grau-weiße Feder fällt unbemerkt raus.	
557.365	0.36	FORREST	0	non	regular	none	Oh..	
558.525	0.56	FORREST	1	speech	regular	none	Okay	
559.445	1.6	ERZAEHLER	1	speech	regular	HS	Er steckt das Buch zurück in die Tasche.	
561.605	0.88	FORREST	1	speech	regular	HS	Jetzt gehts los.	
562.685	3.84	ERZAEHLER	1	speech	regular	HS	Mit der Tasche über der Schulter und einer Frühstückstüte geht Forrest Junior zur Bustür.	
567.765	0.88	FORREST	1	speech	regular	address	Hey, Forrest	
569.245	0.32	FORREST	1	speech	commanding	imperative	Warte!	
573.405	1.68	FORREST	1	speech	regular	HS;NS	Ich wollte dir nur noch sagen, dass ich dich lieb hab.	
575.765	0.92	FORREST JR.	1	speech	regular	HS	Ich hab dich auch lieb.	
576.725	0.28	FORREST JR.	1	speech	regular	address	Daddy	
579.005	1.76	FORREST	1	speech	regular	###	Wenn du wiederkommst, warte ich hier auf dich.	
582.205	2.48	ERZAEHLER	1	speech	regular	HS;NS	Der Junge sieht zur Busfahrerin hoch, die Kaugummi kaut.	
586.205	1.84	DOROTHY HARRIS	1	speech	regular	HS	Das hier, das ist der Schulbus.	
588.085	1.2	DOROTHY HARRIS	1	speech	asking	question	Das weißt du doch, ja?	
589.205	0.68	FORREST JR.	1	speech	regular	none	Natürlich	
590.045	2.36	FORREST JR.	1	speech	regular	complex	Und sie sind Dorothy Harris und ich bin Forrest Gump.	
593.005	0.76	ERZAEHLER	1	speech	regular	HS	Sie lacht ihn an.	
593.885	2.0	ERZAEHLER	1	speech	regular	HS	Der Kleine winkt seinem Vater und steigt ein.	
607.045	1.36	ERZAEHLER	1	speech	regular	HS	Forrest sieht dem Bus nach.	
613.445	3.32	ERZAEHLER	1	speech	regular	AND	Er setzt sich wieder auf den Baumstumpf und schaut melancholisch vor sich hin.	
620.085	2.08	ERZAEHLER	1	speech	regular	HS	Forrests Hände ruhen auf seinen Knien.	
623.805	2.2	ERZAEHLER	1	speech	regular	HS	Zwischen seinen Füßen liegt die Feder im Gras.	
626.285	1.48	ERZAEHLER	1	speech	regular	HS	Ein Windstoß wirbelt sie hoch.	
629.565	44.48	OST	1	song	instrumental			
636.765	1.76	ERZAEHLER	1	speech	regular	HS	Die Feder steigt höher in die Luft.	
638.725	1.36	ERZAEHLER	1	speech	regular	HS	Dabei dreht sie sich sanft.	
640.445	2.32	ERZAEHLER	1	speech	regular	HS	Unten sitzt Forrest immer noch auf dem Baumstumpf.	
646.525	3.32	ERZAEHLER	1	speech	regular	HS	Die Feder fliegt über die Wipfel der mächtigen Bäume an der Zufahrt.	
654.285	3.16	ERZAEHLER	1	speech	regular	HS	Hoch über der Feder lugt zwischen Wolken der blaue Himmel hindurch.	
660.965	2.6	ERZAEHLER	1	speech	regular	AND	Die Feder sinkt etwas herab und wirbelt herum.	
666.005	1.12	ERZAEHLER	1	speech	regular	HS	Sie wird wieder angehoben...	
670.085	1.36	ERZAEHLER	1	speech	regular	HS	... und schwebt auf die Kamera zu.	
673.005	1.04	ERZAEHLER	1	speech	regular	HS	Das Bild wird schwarz.	
